horizon,response,impulse,lower,upper
10,dlog_VIX,dlog_DXY,-2.0934523828136925e-08,2.1575536102242673e-07
10,dlog_VIX,d_UST10Y,-1.427529945038782e-08,1.899015142156504e-09
10,dlog_VIX,dlog_VIX,-1.4321115925301856e-09,5.343074946926337e-09
11,dlog_SOLVPN,dlog_SOLVPN,-1.7868677247554927e-10,1.0561710757905216e-09
11,dlog_SOLVPN,dlog_COPPER,-1.0468094195922984e-10,4.963340294162901e-10
11,dlog_SOLVPN,dlog_DXY,-7.359401040580444e-10,2.5445938596096e-09
11,dlog_SOLVPN,d_UST10Y,-2.342055113701163e-10,1.6984109440865048e-11
11,dlog_SOLVPN,dlog_VIX,-4.818120562067268e-11,5.2824678817235805e-11
11,dlog_COPPER,dlog_SOLVPN,-3.221544733991338e-10,1.1493933828105168e-09
11,dlog_COPPER,dlog_COPPER,-2.3675560877556508e-09,1.0744152043029641e-10
11,dlog_COPPER,dlog_DXY,-1.3336029398596806e-08,3.721247257461634e-10
11,dlog_COPPER,d_UST10Y,-6.343150550542907e-11,1.027333321246028e-09
11,dlog_COPPER,dlog_VIX,-3.658805899614359e-10,6.483569775416065e-11
11,dlog_DXY,dlog_SOLVPN,-2.384562479165433e-10,1.402655337902934e-10
11,dlog_DXY,dlog_COPPER,-3.426395349928276e-10,6.757638779115836e-11
11,dlog_DXY,dlog_DXY,-2.5884083383838188e-09,2.575238831761334e-10
11,dlog_DXY,d_UST10Y,-1.4625832420292876e-11,1.6715971535956416e-10
11,dlog_DXY,dlog_VIX,-3.993121271850306e-11,3.1853943140984974e-11
11,d_UST10Y,dlog_SOLVPN,-4.892495574276259e-09,6.614257668549853e-10
11,d_UST10Y,dlog_COPPER,-4.86572560674682e-10,6.8963495491274865e-09
11,d_UST10Y,dlog_DXY,-6.935043233471596e-10,4.4512565660363436e-08
11,d_UST10Y,d_UST10Y,-3.3820648948803374e-09,2.0163785248735208e-10
11,d_UST10Y,dlog_VIX,-3.6849388854139034e-10,7.33793991521495e-10
11,dlog_VIX,dlog_SOLVPN,-1.2033010691179167e-09,2.3175093633518676e-09
11,dlog_VIX,dlog_COPPER,-6.656379661655862e-09,4.3373331128974577e-10
11,dlog_VIX,dlog_DXY,-3.909799043537898e-08,3.4489451334462075e-09
11,dlog_VIX,d_UST10Y,-2.7672951312843303e-10,2.446184462701022e-09
11,dlog_VIX,dlog_VIX,-1.023125691536806e-09,1.924803562209629e-10
12,dlog_SOLVPN,dlog_SOLVPN,-7.478185534665878e-12,1.7730239321225395e-10
12,dlog_SOLVPN,dlog_COPPER,-9.56175591624306e-11,1.377900776079916e-11
12,dlog_SOLVPN,dlog_DXY,-5.117795357629593e-10,4.873619082265131e-11
12,dlog_SOLVPN,d_UST10Y,-1.3818423624517378e-11,2.9146665356462407e-11
12,dlog_SOLVPN,dlog_VIX,-1.3270306531059402e-11,4.949100302299906e-12
12,dlog_COPPER,dlog_SOLVPN,-1.553686239965835e-10,1.0706282035264499e-10
12,dlog_COPPER,dlog_COPPER,-1.7902524981832188e-11,4.072221321080506e-10
12,dlog_COPPER,dlog_DXY,-7.716916768318903e-11,2.3935443373541692e-09
12,dlog_COPPER,d_UST10Y,-1.863264779540732e-10,3.950981754471778e-12
12,dlog_COPPER,dlog_VIX,-1.4626659747075055e-11,6.203062284351491e-11
12,dlog_DXY,dlog_SOLVPN,-5.4730258360137826e-11,7.620757595040142e-12
12,dlog_DXY,dlog_COPPER,-9.366923863102553e-12,5.896427895265013e-11
12,dlog_DXY,dlog_DXY,-3.770925335052175e-11,4.41999742640469e-10
12,dlog_DXY,d_UST10Y,-3.120053229673587e-11,4.366502722347437e-12
12,dlog_DXY,dlog_VIX,-4.5347417056186525e-12,7.86476215539508e-12
12,d_UST10Y,dlog_SOLVPN,-5.47438049241416e-10,5.470473743210587e-10
12,d_UST10Y,dlog_COPPER,-1.2713387614083438e-09,6.307288059102286e-11
12,d_UST10Y,dlog_DXY,-8.271658995273728e-09,2.91680357730606e-10
12,d_UST10Y,d_UST10Y,-5.834048140060583e-12,6.18864416006625e-10
12,d_UST10Y,dlog_VIX,-1.2215786469631542e-10,6.620693423104266e-11
12,dlog_VIX,dlog_SOLVPN,-4.746059728617659e-10,1.8068993547773573e-10
12,dlog_VIX,dlog_COPPER,-7.151161811790285e-11,1.0675055938188387e-09
12,dlog_VIX,dlog_DXY,-5.52373478699158e-10,6.463445769423749e-09
12,dlog_VIX,d_UST10Y,-4.729976141835122e-10,4.6383837090209943e-11
12,dlog_VIX,dlog_VIX,-3.2238494289993935e-11,1.6808907009260634e-10
13,dlog_SOLVPN,dlog_SOLVPN,-4.828143843009894e-12,2.5231437323474577e-11
13,dlog_SOLVPN,dlog_COPPER,-2.827591987746912e-12,1.494120255108138e-11
13,dlog_SOLVPN,dlog_DXY,-1.8361379337758846e-11,8.005854210943285e-11
13,dlog_SOLVPN,d_UST10Y,-7.014928463443943e-12,4.0586043015464313e-13
13,dlog_SOLVPN,dlog_VIX,-1.1933528458138924e-12,1.5114080030942563e-12
13,dlog_COPPER,dlog_SOLVPN,-7.28133647075851e-12,3.476014749221114e-11
13,dlog_COPPER,dlog_COPPER,-7.652699555587506e-11,2.529358803426248e-12
13,dlog_COPPER,dlog_DXY,-4.386562919938783e-10,6.933497226567615e-12
13,dlog_COPPER,d_UST10Y,-1.3596496638129991e-12,3.3767894764458495e-11
13,dlog_COPPER,dlog_VIX,-1.077754994869427e-11,1.8033750180237585e-12
13,dlog_DXY,dlog_SOLVPN,-6.22117392884866e-12,4.316177485938588e-12
13,dlog_DXY,dlog_COPPER,-1.0589351614138279e-11,1.4748718428649087e-12
13,dlog_DXY,dlog_DXY,-8.046426408414016e-11,6.9864070527876764e-12
13,dlog_DXY,d_UST10Y,-3.96820460429624e-13,5.792809519908931e-12
13,dlog_DXY,dlog_VIX,-1.1643141619145521e-12,8.220753573056188e-13
13,d_UST10Y,dlog_SOLVPN,-1.475414179624777e-10,1.5699226794444478e-11
13,d_UST10Y,dlog_COPPER,-8.739585082077387e-12,2.3017263162768555e-10
13,d_UST10Y,dlog_DXY,-2.2205807391572222e-11,1.4838997592600065e-09
13,d_UST10Y,d_UST10Y,-1.1324262363096051e-10,5.096688744723833e-12
13,d_UST10Y,dlog_VIX,-9.432592728622927e-12,2.5695091828792228e-11
13,dlog_VIX,dlog_SOLVPN,-3.017433200417837e-11,7.148109202919956e-11
13,dlog_VIX,dlog_COPPER,-1.9607342762305637e-10,1.1279370482772345e-11
13,dlog_VIX,dlog_DXY,-1.2818991280953285e-09,8.236649963700903e-11
13,dlog_VIX,d_UST10Y,-6.49821501472693e-12,8.134602565008683e-11
13,dlog_VIX,dlog_VIX,-3.251692693178466e-11,5.11190084701875e-12
14,dlog_SOLVPN,dlog_SOLVPN,-1.623515107795726e-13,4.496288837068599e-12
14,dlog_SOLVPN,dlog_COPPER,-2.790637216617965e-12,3.3432276318027837e-13
14,dlog_SOLVPN,dlog_DXY,-1.6813644365898518e-11,1.295890774178524e-12
14,dlog_SOLVPN,d_UST10Y,-3.8664098406373045e-13,9.412455953970959e-13
14,dlog_SOLVPN,dlog_VIX,-3.912061382984505e-13,1.401365469554536e-13
14,dlog_COPPER,dlog_SOLVPN,-5.214462277917208e-12,2.6950032367469413e-12
14,dlog_COPPER,dlog_COPPER,-3.8462658964832557e-13,1.33689535015738e-11
14,dlog_COPPER,dlog_DXY,-1.7103138346935323e-12,7.82372973704535e-11
14,dlog_COPPER,d_UST10Y,-6.3471208308281e-12,1.0827256210650202e-13
14,dlog_COPPER,dlog_VIX,-3.5850912727694924e-13,1.7065362368213774e-12
14,dlog_DXY,dlog_SOLVPN,-1.6241008148638217e-12,2.0270518114805973e-13
14,dlog_DXY,dlog_COPPER,-2.11685720458007e-13,1.9142732133334054e-12
14,dlog_DXY,dlog_DXY,-8.583078801858109e-13,1.4648231308196386e-11
14,dlog_DXY,d_UST10Y,-1.012395155827533e-12,1.1880456540760772e-13
14,dlog_DXY,dlog_VIX,-1.3300512017392477e-13,2.3693576858479903e-13
14,d_UST10Y,dlog_SOLVPN,-1.4218379321869694e-11,1.828265953518614e-11
14,d_UST10Y,dlog_COPPER,-4.256851076554639e-11,1.5630687154860612e-12
14,d_UST10Y,dlog_DXY,-2.7913621266914614e-10,7.638587478784772e-12
14,d_UST10Y,d_UST10Y,-1.1940894527296135e-13,1.98445272020731e-11
14,d_UST10Y,dlog_VIX,-4.254016021789847e-12,1.917558258792676e-12
14,dlog_VIX,dlog_SOLVPN,-1.4369690757463087e-11,4.161823750584128e-12
14,dlog_VIX,dlog_COPPER,-1.9910436473422372e-12,3.4055551338370676e-11
14,dlog_VIX,dlog_DXY,-1.244941143252708e-11,2.128149722087636e-10
14,dlog_VIX,d_UST10Y,-1.4479253793714303e-11,1.1433744793522352e-12
14,dlog_VIX,dlog_VIX,-8.234123341340446e-13,4.4213711141511054e-12
15,dlog_SOLVPN,dlog_SOLVPN,-1.4794395830221156e-13,6.702512724132464e-13
15,dlog_SOLVPN,dlog_COPPER,-7.420637606759465e-14,4.754266058736278e-13
15,dlog_SOLVPN,dlog_DXY,-4.840140753751427e-13,2.640027038758514e-12
15,dlog_SOLVPN,d_UST10Y,-2.34360459529241e-13,8.69222794956958e-15
15,dlog_SOLVPN,dlog_VIX,-3.1848404499544415e-14,4.639459930998607e-14
15,dlog_COPPER,dlog_SOLVPN,-1.515735626797974e-13,1.1103068861141154e-12
15,dlog_COPPER,dlog_COPPER,-2.26015915003758e-12,5.064984781730839e-14
15,dlog_COPPER,dlog_DXY,-1.4456971970724199e-11,1.9256070377808625e-13
15,dlog_COPPER,d_UST10Y,-3.331304165249666e-14,1.0722825971673824e-12
15,dlog_COPPER,dlog_VIX,-3.5004763218185673e-13,4.4852560023647916e-14
15,dlog_DXY,dlog_SOLVPN,-1.913776146877941e-13,1.351281339354524e-13
15,dlog_DXY,dlog_COPPER,-3.36304530872491e-13,4.2857916313565315e-14
15,dlog_DXY,dlog_DXY,-2.6450753653439827e-12,1.8084331158023825e-13
15,dlog_DXY,d_UST10Y,-8.188592145268604e-15,1.8510553999410477e-13
15,dlog_DXY,dlog_VIX,-3.40299789557289e-14,2.3608073463408702e-14
15,d_UST10Y,dlog_SOLVPN,-4.677470944787606e-12,5.082930852515353e-13
15,d_UST10Y,dlog_COPPER,-2.1048888908315542e-13,7.337252218421825e-12
15,d_UST10Y,dlog_DXY,-4.094763976154966e-13,4.909592172532784e-11
15,d_UST10Y,d_UST10Y,-3.47503408985417e-12,1.5787619230252274e-13
15,d_UST10Y,dlog_VIX,-2.649881965851415e-13,7.767849723076551e-13
15,dlog_VIX,dlog_SOLVPN,-8.229676825607121e-13,2.1622781988826488e-12
15,dlog_VIX,dlog_COPPER,-6.0874141324000056e-12,2.989065233168062e-13
15,dlog_VIX,dlog_DXY,-4.216880174534096e-11,2.0378963725907266e-12
15,dlog_VIX,d_UST10Y,-1.5342617909943582e-13,2.478709453114203e-12
15,dlog_VIX,dlog_VIX,-8.027253439256265e-13,1.177051386079189e-13
16,dlog_SOLVPN,dlog_SOLVPN,-3.8436175402313086e-15,1.1713439235946003e-13
16,dlog_SOLVPN,dlog_COPPER,-9.193863789689847e-14,9.242794880116758e-15
16,dlog_SOLVPN,dlog_DXY,-5.224354450910639e-13,2.8973584702697194e-14
16,dlog_SOLVPN,d_UST10Y,-1.0634604927306506e-14,3.039603274952161e-14
16,dlog_SOLVPN,dlog_VIX,-1.0953413403208453e-14,3.0871678421178087e-15
16,dlog_COPPER,dlog_SOLVPN,-1.7049943577922609e-13,7.137462606132008e-14
16,dlog_COPPER,dlog_COPPER,-1.152520035388022e-14,3.781330777982397e-13
16,dlog_COPPER,dlog_DXY,-5.669209278542597e-14,2.3686847229832317e-12
16,dlog_COPPER,d_UST10Y,-1.9485750594875516e-13,2.402091430003914e-15
16,dlog_COPPER,dlog_VIX,-9.095732736609099e-15,5.14224030937457e-14
16,dlog_DXY,dlog_SOLVPN,-5.480665834780888e-14,5.245214220170082e-15
16,dlog_DXY,dlog_COPPER,-5.524877343849058e-15,6.174749469669187e-14
16,dlog_DXY,dlog_DXY,-2.1175039880431183e-14,4.618374233360867e-13
16,dlog_DXY,d_UST10Y,-3.171705941762128e-14,3.126303307821229e-15
16,dlog_DXY,dlog_VIX,-3.712887262851843e-15,6.614553100754194e-15
16,d_UST10Y,dlog_SOLVPN,-3.615739895357987e-13,5.742151418275848e-13
16,d_UST10Y,dlog_COPPER,-1.3793222147707825e-12,3.10031100420795e-14
16,d_UST10Y,dlog_DXY,-9.020129505656042e-12,2.2342636750525053e-13
16,d_UST10Y,d_UST10Y,-3.660543278317524e-15,6.191563622739235e-13
16,d_UST10Y,dlog_VIX,-1.3910818204703172e-13,5.435438338712097e-14
16,dlog_VIX,dlog_SOLVPN,-4.642449305510411e-13,1.1987226077584624e-13
16,dlog_VIX,dlog_COPPER,-5.721695989514587e-14,1.0105720438496569e-12
16,dlog_VIX,dlog_DXY,-3.3126359370345145e-13,7.033483230331985e-12
16,dlog_VIX,d_UST10Y,-4.895516008035661e-13,2.6472790423005436e-14
16,dlog_VIX,dlog_VIX,-1.7136466444974742e-14,1.433647862913174e-13
17,dlog_SOLVPN,dlog_SOLVPN,-4.758956879156633e-15,1.681157194001515e-14
17,dlog_SOLVPN,dlog_COPPER,-2.0708608955458197e-15,1.39618729494387e-14
17,dlog_SOLVPN,dlog_DXY,-1.1873204600295895e-14,7.59427982794433e-14
17,dlog_SOLVPN,d_UST10Y,-7.847188936735407e-15,2.5386854085036606e-16
17,dlog_SOLVPN,dlog_VIX,-1.031076891132079e-15,1.4900002286475969e-15
17,dlog_COPPER,dlog_SOLVPN,-3.872595292486281e-15,3.4935983344432226e-14
17,dlog_COPPER,dlog_COPPER,-6.930892008853963e-14,1.6878400874554767e-15
17,dlog_COPPER,dlog_DXY,-4.23155237361876e-13,5.38140228577895e-15
17,dlog_COPPER,d_UST10Y,-1.1666480017942447e-15,3.2543939207997065e-14
17,dlog_COPPER,dlog_VIX,-9.624363435664786e-15,1.0467221067867684e-15
17,dlog_DXY,dlog_SOLVPN,-4.925482625946444e-15,4.269809649227197e-15
17,dlog_DXY,dlog_COPPER,-1.1400403988498377e-14,9.202667043248097e-16
17,dlog_DXY,dlog_DXY,-8.219832302630971e-14,4.9252555215681954e-15
17,dlog_DXY,d_UST10Y,-1.75311009544882e-16,6.048368970360847e-15
17,dlog_DXY,dlog_VIX,-1.1247601763412053e-15,6.660033244859205e-16
17,d_UST10Y,dlog_SOLVPN,-1.567866489610071e-13,1.3250377671246984e-14
17,d_UST10Y,dlog_COPPER,-3.8662536455248475e-15,2.415479078609203e-13
17,d_UST10Y,dlog_DXY,-1.0141309690442465e-14,1.6376847014073449e-12
17,d_UST10Y,d_UST10Y,-1.1304399389642319e-13,4.639661575958229e-15
17,d_UST10Y,dlog_VIX,-7.265496927962265e-15,2.5393501028423135e-14
17,dlog_VIX,dlog_SOLVPN,-2.3595934912771773e-14,6.748753491530977e-14
17,dlog_VIX,dlog_COPPER,-1.942404320260695e-13,8.173408719204618e-15
17,dlog_VIX,dlog_DXY,-1.287286339168942e-12,6.717935207302055e-14
17,dlog_VIX,d_UST10Y,-4.065608313849122e-15,8.815786350589251e-14
17,dlog_VIX,dlog_VIX,-2.7578727828483463e-14,2.981035099255578e-15
18,dlog_SOLVPN,dlog_SOLVPN,-1.153128391683885e-16,2.9593104577061367e-15
18,dlog_SOLVPN,dlog_COPPER,-2.87997632907817e-15,2.505107592212548e-16
18,dlog_SOLVPN,dlog_DXY,-1.7395659965062233e-14,7.093382102001866e-16
18,dlog_SOLVPN,d_UST10Y,-2.8813812477448723e-16,9.577077204667682e-16
18,dlog_SOLVPN,dlog_VIX,-3.29053854796809e-16,7.994564860836193e-17
18,dlog_COPPER,dlog_SOLVPN,-5.324545113807959e-15,2.035746078297243e-15
18,dlog_COPPER,dlog_COPPER,-2.987758537247492e-16,1.1645760386868106e-14
18,dlog_COPPER,dlog_DXY,-1.5964581951422295e-15,6.947540435565552e-14
18,dlog_COPPER,d_UST10Y,-5.9753464726497674e-15,6.50282143043728e-17
18,dlog_COPPER,dlog_VIX,-2.4745714620979724e-16,1.6078818409316091e-15
18,dlog_DXY,dlog_SOLVPN,-1.798962007211323e-15,1.4445265680229582e-16
18,dlog_DXY,dlog_COPPER,-1.2853027960903135e-16,2.0649393347108325e-15
18,dlog_DXY,dlog_DXY,-5.646708762365384e-16,1.5274400604088455e-14
18,dlog_DXY,d_UST10Y,-1.0697109872969224e-15,8.439490100961294e-17
18,dlog_DXY,dlog_VIX,-1.004709737805741e-16,2.165064073923847e-16
18,d_UST10Y,dlog_SOLVPN,-1.0367164041569212e-14,1.9887630083413043e-14
18,d_UST10Y,dlog_COPPER,-4.3972445448655264e-14,1.0704510163845565e-15
18,d_UST10Y,dlog_DXY,-2.867833995684326e-13,5.374651760691275e-15
18,d_UST10Y,d_UST10Y,-9.442200661707512e-17,2.0638793349044934e-14
18,d_UST10Y,dlog_VIX,-4.0240669844426284e-15,1.3190434754535917e-15
18,dlog_VIX,dlog_SOLVPN,-1.4100647661337376e-14,3.2928943094618886e-15
18,dlog_VIX,dlog_COPPER,-1.362028142276764e-15,3.4697638397384543e-14
18,dlog_VIX,dlog_DXY,-8.722816522554676e-15,2.1991606553483048e-13
18,dlog_VIX,d_UST10Y,-1.7187165176555536e-14,7.578732734181045e-16
18,dlog_VIX,dlog_VIX,-4.121590845215146e-16,4.7233708628341444e-15
19,dlog_SOLVPN,dlog_SOLVPN,-1.577358025138427e-16,4.510157233662802e-16
19,dlog_SOLVPN,dlog_COPPER,-5.378075305651102e-17,4.0876955045950454e-16
19,dlog_SOLVPN,dlog_DXY,-3.2162966816816743e-16,2.3514966893892085e-15
19,dlog_SOLVPN,d_UST10Y,-2.4603617784829865e-16,6.0260815115988395e-18
19,dlog_SOLVPN,dlog_VIX,-2.9959706527336496e-17,4.302528661441935e-17
19,dlog_COPPER,dlog_SOLVPN,-1.1028921111633383e-16,1.087420234042601e-15
19,dlog_COPPER,dlog_COPPER,-2.2466664744553082e-15,3.9659007032910984e-17
19,dlog_COPPER,dlog_DXY,-1.2699593128173687e-14,1.2671506416405223e-16
19,dlog_COPPER,d_UST10Y,-2.9191185291020835e-17,1.0236645179539472e-15
19,dlog_COPPER,dlog_VIX,-3.0000077574455197e-16,2.7646622804490502e-17
19,dlog_DXY,dlog_SOLVPN,-1.281029905585046e-16,1.318846603158506e-16
19,dlog_DXY,dlog_COPPER,-3.60504098906445e-16,2.0418880881716538e-17
19,dlog_DXY,dlog_DXY,-2.838346782275994e-15,1.2802744075798375e-16
19,dlog_DXY,d_UST10Y,-3.879833794459579e-18,1.9497079095925838e-16
19,dlog_DXY,dlog_VIX,-3.623820615330193e-17,1.6076922697428616e-17
19,d_UST10Y,dlog_SOLVPN,-5.0418179035700065e-15,3.0737262021741744e-16
19,d_UST10Y,dlog_COPPER,-9.686587022508514e-17,8.004990129812942e-15
19,d_UST10Y,dlog_DXY,-2.628988549313615e-16,5.021988114606444e-14
19,d_UST10Y,d_UST10Y,-3.767769005908445e-15,1.1913894084880195e-16
19,d_UST10Y,dlog_VIX,-1.5800168618268765e-16,7.948089339423802e-16
19,dlog_VIX,dlog_SOLVPN,-6.844640243552679e-16,2.290669494269903e-15
19,dlog_VIX,dlog_COPPER,-6.197996517894223e-15,1.9275076837501222e-16
19,dlog_VIX,dlog_DXY,-4.55148104072472e-14,1.7735803046358879e-15
19,dlog_VIX,d_UST10Y,-1.2200204542711556e-16,3.0097019150450945e-15
19,dlog_VIX,dlog_VIX,-9.074594692170586e-16,8.439747973689482e-17
20,dlog_SOLVPN,dlog_SOLVPN,-4.070839137740119e-18,9.043283983615702e-17
20,dlog_SOLVPN,dlog_COPPER,-8.749660500593004e-17,6.19320573809042e-18
20,dlog_SOLVPN,dlog_DXY,-5.364671720784065e-16,2.3189832263637055e-17
20,dlog_SOLVPN,d_UST10Y,-7.610936201256597e-18,2.961144827838383e-17
20,dlog_SOLVPN,dlog_VIX,-1.038490754517843e-17,2.1599055913726196e-18
20,dlog_COPPER,dlog_SOLVPN,-1.7190257155420116e-16,5.631993904939715e-17
20,dlog_COPPER,dlog_COPPER,-7.142417562411926e-18,3.883564771689002e-16
20,dlog_COPPER,dlog_DXY,-3.6712903531539724e-17,2.1550046549049277e-15
20,dlog_COPPER,d_UST10Y,-1.8323309668816836e-16,1.768337918955533e-18
20,dlog_COPPER,dlog_VIX,-7.152653779782224e-18,5.037788124881702e-17
20,dlog_DXY,dlog_SOLVPN,-5.3636716325053885e-17,3.623054011858962e-18
20,dlog_DXY,dlog_COPPER,-2.8217974772500145e-18,6.383837800335786e-17
20,dlog_DXY,dlog_DXY,-1.2917726116349209e-17,5.250121312161715e-16
20,dlog_DXY,d_UST10Y,-3.395457452748609e-17,2.299479174535247e-18
20,dlog_DXY,dlog_VIX,-2.37105128515072e-18,7.097624837289542e-18
20,d_UST10Y,dlog_SOLVPN,-2.766803628629672e-16,6.524768881433674e-16
20,d_UST10Y,dlog_COPPER,-1.4572732634120154e-15,1.3355652959239332e-17
20,d_UST10Y,dlog_DXY,-8.985937686809554e-15,1.2904415451435323e-16
20,d_UST10Y,d_UST10Y,-1.6657156824079334e-18,6.878194822599551e-16
20,d_UST10Y,dlog_VIX,-1.3363814594093815e-16,3.591226062726956e-17
20,dlog_VIX,dlog_SOLVPN,-4.2042538468893287e-16,9.359569743930666e-17
20,dlog_VIX,dlog_COPPER,-2.983925233187159e-17,1.0705095388855368e-15
20,dlog_VIX,dlog_DXY,-2.6369380870510337e-16,6.443776614629543e-15
20,dlog_VIX,d_UST10Y,-5.747604332164514e-16,1.8581818200310505e-17
20,dlog_VIX,dlog_VIX,-9.992195717064133e-18,1.539289070664884e-16
